Harvest_Date,Location,Soil_Type,Avg_Temp_C,Avg_Rain_mm,Avg_Humidity,Yield_kg
2011-02-27,Block_A_North,Sandy Loam,28.5,191.1,72.2,13612
2011-03-01,Block_A_North,Sandy Loam,31.2,185.8,91.7,11393
2011-03-03,Block_C_Hill,Laterite,26.7,179.6,83.2,14145
2011-03-04,Block_C_Hill,Laterite,30.3,209.1,86.2,12825
2011-03-06,Block_C_Hill,Laterite,29.2,173.3,82.9,12881
2011-03-08,Block_C_Hill,Laterite,32.1,212.1,81.2,10017
2011-03-10,Block_A_North,Sandy Loam,30.8,211.5,86.3,11609
2011-03-12,Block_B_Valley,Clay Loam,29.7,202.1,85.3,11058
2011-03-13,Block_D_River,Alluvial,28.2,160.0,77.1,12622
2011-03-14,Block_B_Valley,Clay Loam,29.7,192.6,83.6,11807
2011-03-16,Block_D_River,Alluvial,32.1,224.2,70.8,10444
2011-03-17,Block_B_Valley,Clay Loam,28.9,180.9,77.6,12027
2011-03-19,Block_A_North,Sandy Loam,30.0,175.6,81.1,12824
2011-03-21,Block_C_Hill,Laterite,29.1,186.1,77.3,12450
2011-03-23,Block_C_Hill,Laterite,31.0,195.5,75.5,11605
2011-03-25,Block_D_River,Alluvial,32.3,220.1,83.1,10470
2011-03-26,Block_A_North,Sandy Loam,31.1,164.8,76.3,11999
2011-03-27,Block_B_Valley,Clay Loam,30.3,197.8,81.9,11802
2011-03-28,Block_A_North,Sandy Loam,31.4,194.2,86.5,12210
2011-03-29,Block_A_North,Sandy Loam,30.2,175.3,81.2,12881
2011-03-31,Block_C_Hill,Laterite,31.1,191.7,76.1,11341
2011-04-02,Block_D_River,Alluvial,27.5,195.1,77.5,11523
2011-04-03,Block_A_North,Sandy Loam,27.0,140.6,73.6,14966
2011-04-05,Block_A_North,Sandy Loam,29.8,212.0,80.5,12733
2011-04-07,Block_D_River,Alluvial,27.6,126.0,77.7,13508
2011-04-08,Block_D_River,Alluvial,29.6,209.1,87.5,10625
2011-04-10,Block_B_Valley,Clay Loam,28.2,176.6,67.7,12291
2011-04-11,Block_C_Hill,Laterite,30.4,200.5,75.8,11435
2011-04-13,Block_D_River,Alluvial,27.9,195.7,73.5,12334
2011-04-14,Block_C_Hill,Laterite,29.5,141.0,79.7,13425
2011-04-16,Block_D_River,Alluvial,28.7,243.0,79.3,11566
2011-04-17,Block_C_Hill,Laterite,27.4,160.8,85.7,13787
2011-04-19,Block_A_North,Sandy Loam,30.2,186.0,84.8,13433
2011-04-20,Block_B_Valley,Clay Loam,28.5,197.4,83.1,11848
2011-04-22,Block_A_North,Sandy Loam,29.7,163.7,81.9,13361
2011-04-23,Block_C_Hill,Laterite,29.0,147.1,82.3,13068
2011-04-25,Block_B_Valley,Clay Loam,28.4,200.5,78.8,11143
2011-04-26,Block_B_Valley,Clay Loam,30.7,187.1,77.5,11578
2011-04-28,Block_A_North,Sandy Loam,28.8,186.4,89.4,13653
2011-04-29,Block_C_Hill,Laterite,31.7,192.6,82.5,11039
2011-04-30,Block_A_North,Sandy Loam,29.7,220.5,89.6,11665
2011-05-01,Block_A_North,Sandy Loam,27.5,162.2,70.3,14054
2011-05-03,Block_D_River,Alluvial,28.6,154.2,77.9,12470
2011-05-04,Block_C_Hill,Laterite,27.6,135.3,68.4,14963
2011-05-05,Block_B_Valley,Clay Loam,27.3,194.5,70.1,13171
2011-05-07,Block_C_Hill,Laterite,26.4,161.2,85.1,14640
2011-05-08,Block_C_Hill,Laterite,28.1,169.0,70.1,12605
2011-05-10,Block_B_Valley,Clay Loam,28.9,180.1,75.2,13005
2011-05-12,Block_C_Hill,Laterite,23.8,169.3,75.8,14060
2011-05-13,Block_A_North,Sandy Loam,29.3,174.7,81.3,12878
2011-05-15,Block_B_Valley,Clay Loam,29.1,162.2,72.8,11952
2011-05-16,Block_A_North,Sandy Loam,25.5,179.9,69.2,13694
2011-05-17,Block_D_River,Alluvial,29.3,153.6,67.0,12620
2011-05-19,Block_D_River,Alluvial,25.8,159.5,81.1,14213
2011-05-20,Block_B_Valley,Clay Loam,27.6,131.5,79.9,13636
2011-05-22,Block_C_Hill,Laterite,30.3,133.3,73.9,12494
2011-05-23,Block_A_North,Sandy Loam,27.4,157.4,80.9,14722
2011-05-25,Block_D_River,Alluvial,26.1,126.4,68.0,15127
2011-05-27,Block_C_Hill,Laterite,26.1,170.2,70.3,14874
2011-05-28,Block_B_Valley,Clay Loam,30.9,171.6,67.3,11186
2011-05-30,Block_C_Hill,Laterite,28.1,156.8,71.7,13799
2011-05-31,Block_C_Hill,Laterite,27.8,147.0,73.7,13760
2011-06-01,Block_A_North,Sandy Loam,24.8,109.1,68.0,15348
2011-06-02,Block_D_River,Alluvial,27.3,121.5,63.3,13625
2011-06-03,Block_B_Valley,Clay Loam,22.0,90.6,76.3,13965
2011-06-04,Block_C_Hill,Laterite,29.0,94.6,66.1,13490
2011-06-05,Block_D_River,Alluvial,23.1,118.0,71.7,13882
2011-06-07,Block_D_River,Alluvial,23.3,120.7,68.0,14387
2011-06-08,Block_D_River,Alluvial,25.2,108.5,70.0,14797
2011-06-09,Block_A_North,Sandy Loam,19.7,114.0,65.1,13719
2011-06-11,Block_A_North,Sandy Loam,25.3,126.9,71.4,16123
2011-06-13,Block_A_North,Sandy Loam,23.7,74.8,65.0,15396
2011-06-15,Block_C_Hill,Laterite,23.5,132.4,69.1,13886
2011-06-17,Block_B_Valley,Clay Loam,26.0,111.9,68.2,13999
2011-06-19,Block_C_Hill,Laterite,25.8,102.9,71.6,16065
2011-06-21,Block_C_Hill,Laterite,25.2,71.3,60.2,14100
2011-06-23,Block_A_North,Sandy Loam,26.0,108.1,70.7,14782
2011-06-25,Block_A_North,Sandy Loam,24.4,113.9,67.5,15413
2011-06-26,Block_C_Hill,Laterite,25.5,112.1,73.2,15627
2011-06-27,Block_D_River,Alluvial,25.9,117.3,72.1,13955
2011-06-28,Block_A_North,Sandy Loam,25.4,130.7,66.7,14639
2011-06-29,Block_B_Valley,Clay Loam,25.5,118.5,67.5,14453
2011-07-01,Block_B_Valley,Clay Loam,23.8,51.4,57.8,13617
2011-07-03,Block_C_Hill,Laterite,21.1,108.2,62.1,13191
2011-07-05,Block_A_North,Sandy Loam,20.7,63.8,65.1,13960
2011-07-07,Block_A_North,Sandy Loam,21.1,58.5,67.9,14144
2011-07-08,Block_A_North,Sandy Loam,22.9,84.6,63.7,14379
2011-07-10,Block_A_North,Sandy Loam,21.6,82.7,73.3,15100
2011-07-11,Block_D_River,Alluvial,23.1,72.7,66.1,13230
2011-07-12,Block_B_Valley,Clay Loam,22.1,96.7,71.3,14316
2011-07-13,Block_B_Valley,Clay Loam,24.8,66.2,68.2,14288
2011-07-15,Block_D_River,Alluvial,22.8,36.9,77.2,12765
2011-07-16,Block_D_River,Alluvial,22.6,56.6,66.6,13663
2011-07-18,Block_B_Valley,Clay Loam,23.9,67.4,60.5,14437
2011-07-19,Block_D_River,Alluvial,23.8,73.9,67.8,14772
2011-07-21,Block_C_Hill,Laterite,22.5,83.9,62.4,13972
2011-07-23,Block_C_Hill,Laterite,20.2,88.1,63.8,13587
2011-07-25,Block_A_North,Sandy Loam,22.4,86.0,63.9,14658
2011-07-26,Block_C_Hill,Laterite,19.2,80.0,77.0,12504
2011-07-27,Block_D_River,Alluvial,22.5,65.6,73.6,14418
2011-07-29,Block_D_River,Alluvial,20.0,42.6,69.9,12740
2011-07-31,Block_C_Hill,Laterite,22.0,71.7,63.8,14549
2011-08-01,Block_B_Valley,Clay Loam,20.3,27.0,61.4,12477
2011-08-03,Block_A_North,Sandy Loam,22.1,58.1,60.8,14876
2011-08-04,Block_A_North,Sandy Loam,20.2,73.6,64.6,12077
2011-08-06,Block_D_River,Alluvial,20.6,31.4,67.6,12231
2011-08-08,Block_A_North,Sandy Loam,22.7,54.8,56.7,14729
2011-08-09,Block_B_Valley,Clay Loam,21.1,75.4,62.5,12829
2011-08-10,Block_B_Valley,Clay Loam,19.2,83.8,59.3,10891
2011-08-12,Block_B_Valley,Clay Loam,20.2,71.4,51.2,11091
2011-08-13,Block_C_Hill,Laterite,23.9,52.2,63.1,14085
2011-08-15,Block_A_North,Sandy Loam,18.0,71.7,62.6,12124
2011-08-17,Block_B_Valley,Clay Loam,16.8,43.4,65.8,10480
2011-08-18,Block_C_Hill,Laterite,18.0,50.7,58.5,11870
2011-08-20,Block_D_River,Alluvial,21.2,60.6,57.6,11500
2011-08-21,Block_A_North,Sandy Loam,23.4,37.6,58.5,14578
2011-08-23,Block_D_River,Alluvial,21.8,59.5,62.3,12905
2011-08-25,Block_A_North,Sandy Loam,19.6,32.7,57.3,12724
2011-08-27,Block_B_Valley,Clay Loam,22.4,59.9,73.9,13226
2011-08-28,Block_B_Valley,Clay Loam,20.4,15.2,62.8,13492
2011-08-29,Block_D_River,Alluvial,17.7,66.0,60.3,11296
2011-08-30,Block_D_River,Alluvial,20.1,8.6,64.8,11133
2011-08-31,Block_D_River,Alluvial,17.4,53.4,69.2,10945
2011-09-02,Block_B_Valley,Clay Loam,18.7,34.7,63.3,10552
2011-09-03,Block_B_Valley,Clay Loam,19.0,50.5,66.6,11898
2011-09-05,Block_C_Hill,Laterite,18.5,30.2,60.2,11495
2011-09-07,Block_A_North,Sandy Loam,20.7,45.4,62.4,13275
2011-09-09,Block_A_North,Sandy Loam,20.4,47.0,65.1,12841
2011-09-11,Block_D_River,Alluvial,20.4,88.6,64.5,13671
2011-09-13,Block_A_North,Sandy Loam,20.2,31.1,70.1,13345
2011-09-14,Block_C_Hill,Laterite,21.0,17.0,47.4,13078
2011-09-16,Block_B_Valley,Clay Loam,21.0,25.1,64.6,12490
2011-09-17,Block_D_River,Alluvial,19.4,73.4,61.4,11441
2011-09-18,Block_C_Hill,Laterite,17.9,52.8,59.6,11723
2011-09-19,Block_C_Hill,Laterite,19.0,8.5,72.6,12480
2011-09-20,Block_B_Valley,Clay Loam,21.7,28.0,57.9,12675
2011-09-21,Block_A_North,Sandy Loam,21.2,47.1,61.6,14122
2011-09-22,Block_B_Valley,Clay Loam,20.2,34.8,62.3,11430
2011-09-24,Block_D_River,Alluvial,21.5,40.6,64.6,12776
2011-09-26,Block_D_River,Alluvial,20.4,53.7,60.0,12225
2011-09-28,Block_A_North,Sandy Loam,22.3,45.7,56.5,13388
2011-09-30,Block_B_Valley,Clay Loam,19.8,56.1,60.1,11943
2011-10-02,Block_B_Valley,Clay Loam,21.6,42.6,61.8,12449
2011-10-04,Block_B_Valley,Clay Loam,20.8,48.7,62.6,12369
2011-10-05,Block_D_River,Alluvial,19.5,81.8,57.7,11886
2011-10-07,Block_D_River,Alluvial,22.0,55.3,66.0,11963
2011-10-08,Block_C_Hill,Laterite,20.5,26.1,67.2,12381
2011-10-09,Block_A_North,Sandy Loam,21.6,29.6,61.2,13474
2011-10-11,Block_A_North,Sandy Loam,20.2,72.2,67.2,12516
2011-10-13,Block_A_North,Sandy Loam,21.9,57.5,70.8,14423
2011-10-15,Block_C_Hill,Laterite,20.5,34.0,61.4,12423
2011-10-16,Block_B_Valley,Clay Loam,20.8,34.3,64.4,12333
2011-10-18,Block_D_River,Alluvial,21.5,60.2,58.7,13567
2011-10-19,Block_D_River,Alluvial,20.9,58.4,63.6,12299
2011-10-20,Block_A_North,Sandy Loam,21.5,60.2,61.8,14335
2011-10-21,Block_C_Hill,Laterite,19.3,37.1,67.7,12127
2011-10-23,Block_D_River,Alluvial,20.2,39.3,60.1,12503
2011-10-25,Block_C_Hill,Laterite,20.1,83.8,68.8,12598
2011-10-26,Block_B_Valley,Clay Loam,20.4,37.8,54.6,12901
2011-10-27,Block_C_Hill,Laterite,22.9,46.1,65.5,14370
2011-10-29,Block_C_Hill,Laterite,23.0,55.1,60.8,14870
2011-10-30,Block_B_Valley,Clay Loam,19.3,0.0,69.9,10301
2011-11-01,Block_C_Hill,Laterite,22.0,72.3,65.0,13567
2011-11-03,Block_C_Hill,Laterite,23.6,93.9,62.6,14678
2011-11-05,Block_C_Hill,Laterite,20.6,47.1,67.2,12533
2011-11-06,Block_B_Valley,Clay Loam,21.6,73.8,53.3,12855
2011-11-08,Block_B_Valley,Clay Loam,20.5,66.1,62.0,11807
2011-11-09,Block_D_River,Alluvial,21.3,94.9,71.7,12237
2011-11-10,Block_A_North,Sandy Loam,20.2,71.4,65.9,13640
2011-11-11,Block_D_River,Alluvial,23.2,44.9,69.6,13975
2011-11-12,Block_D_River,Alluvial,22.6,70.0,75.6,13408
2011-11-14,Block_A_North,Sandy Loam,22.9,81.4,68.0,14376
2011-11-15,Block_C_Hill,Laterite,21.6,62.7,60.4,13572
2011-11-16,Block_B_Valley,Clay Loam,22.5,67.3,58.7,13582
2011-11-18,Block_B_Valley,Clay Loam,22.2,83.1,67.5,13614
2011-11-19,Block_D_River,Alluvial,24.4,81.3,64.1,14874
2011-11-20,Block_B_Valley,Clay Loam,23.9,75.8,72.3,14861
2011-11-21,Block_C_Hill,Laterite,22.9,75.5,68.1,13459
2011-11-23,Block_A_North,Sandy Loam,22.3,107.6,62.9,14454
2011-11-24,Block_C_Hill,Laterite,20.4,81.4,64.7,13433
2011-11-25,Block_D_River,Alluvial,22.1,95.4,61.3,13318
2011-11-26,Block_B_Valley,Clay Loam,22.5,45.1,66.0,13482
2011-11-27,Block_C_Hill,Laterite,20.9,92.2,56.0,13210
2011-11-28,Block_C_Hill,Laterite,22.7,38.8,69.5,13863
2011-11-29,Block_D_River,Alluvial,22.3,110.3,64.1,12603
2011-12-01,Block_C_Hill,Laterite,27.2,131.4,72.3,13989
2011-12-02,Block_A_North,Sandy Loam,25.0,102.5,75.0,15414
2011-12-03,Block_B_Valley,Clay Loam,26.3,103.4,81.5,14007
2011-12-05,Block_B_Valley,Clay Loam,23.7,112.5,73.2,14793
2011-12-07,Block_C_Hill,Laterite,25.1,112.2,75.2,14637
2011-12-09,Block_B_Valley,Clay Loam,21.8,98.2,72.9,13517
2011-12-10,Block_C_Hill,Laterite,24.5,149.0,79.0,14275
2011-12-11,Block_B_Valley,Clay Loam,24.0,105.4,74.9,14899
2011-12-13,Block_C_Hill,Laterite,25.7,147.1,68.7,14125
2011-12-14,Block_D_River,Alluvial,25.1,117.6,70.8,15055
2011-12-15,Block_B_Valley,Clay Loam,24.7,120.1,69.0,14761
2011-12-17,Block_C_Hill,Laterite,23.7,139.2,71.5,14003
2011-12-19,Block_B_Valley,Clay Loam,24.0,132.1,74.6,13950
2011-12-21,Block_A_North,Sandy Loam,23.0,100.9,64.5,15390
2011-12-22,Block_D_River,Alluvial,27.9,158.9,72.4,12611
2011-12-24,Block_A_North,Sandy Loam,25.6,72.0,72.9,15059
2011-12-25,Block_D_River,Alluvial,23.4,138.3,68.7,14259
2011-12-27,Block_A_North,Sandy Loam,23.6,109.0,69.7,15710
2011-12-29,Block_A_North,Sandy Loam,25.4,104.0,70.8,16043
2011-12-30,Block_D_River,Alluvial,24.5,69.2,63.7,13903
2012-01-01,Block_D_River,Alluvial,27.0,210.9,70.8,12762
2012-01-02,Block_A_North,Sandy Loam,29.9,144.7,76.2,14020
2012-01-03,Block_B_Valley,Clay Loam,27.9,164.0,75.4,12411
2012-01-04,Block_D_River,Alluvial,24.5,146.5,69.4,13913
2012-01-06,Block_D_River,Alluvial,27.3,102.4,70.5,13587
2012-01-08,Block_C_Hill,Laterite,28.7,189.2,73.9,13086
2012-01-09,Block_A_North,Sandy Loam,26.0,174.6,70.6,15438
2012-01-11,Block_D_River,Alluvial,24.7,184.9,74.7,14208
2012-01-13,Block_D_River,Alluvial,27.0,127.7,71.5,13030
2012-01-14,Block_A_North,Sandy Loam,28.6,140.6,74.1,13540
2012-01-16,Block_C_Hill,Laterite,26.8,185.2,78.1,13395
2012-01-17,Block_D_River,Alluvial,27.0,149.5,79.9,13732
2012-01-19,Block_B_Valley,Clay Loam,27.6,141.0,75.4,13184
2012-01-20,Block_C_Hill,Laterite,28.1,171.2,66.8,13193
2012-01-21,Block_B_Valley,Clay Loam,26.9,165.7,72.9,12194
2012-01-23,Block_D_River,Alluvial,27.6,138.5,74.1,13712
2012-01-24,Block_C_Hill,Laterite,28.5,139.2,74.5,14189
2012-01-26,Block_B_Valley,Clay Loam,29.1,144.0,72.9,11830
2012-01-28,Block_D_River,Alluvial,30.5,147.6,76.9,12032
2012-01-29,Block_B_Valley,Clay Loam,30.2,153.9,78.6,11005
2012-01-30,Block_D_River,Alluvial,30.3,117.7,80.1,11937
2012-01-31,Block_A_North,Sandy Loam,25.6,178.0,76.7,14721
2012-02-02,Block_C_Hill,Laterite,27.7,196.9,82.8,12722
2012-02-04,Block_C_Hill,Laterite,28.6,164.7,82.7,12845
2012-02-05,Block_D_River,Alluvial,28.4,207.8,81.9,11332
2012-02-07,Block_B_Valley,Clay Loam,31.2,150.9,74.6,11686
2012-02-09,Block_C_Hill,Laterite,29.1,150.3,79.7,11886
2012-02-10,Block_A_North,Sandy Loam,28.2,184.1,75.7,12985
2012-02-12,Block_C_Hill,Laterite,27.7,192.5,77.5,13076
2012-02-13,Block_B_Valley,Clay Loam,28.0,192.8,77.8,12478
2012-02-15,Block_C_Hill,Laterite,28.9,209.7,77.4,12531
2012-02-16,Block_A_North,Sandy Loam,31.4,221.1,79.3,12531
2012-02-17,Block_C_Hill,Laterite,32.2,190.1,72.9,10843
2012-02-18,Block_D_River,Alluvial,28.5,154.0,76.9,12275
2012-02-20,Block_D_River,Alluvial,27.2,201.6,79.7,13055
2012-02-22,Block_A_North,Sandy Loam,27.6,224.9,84.0,13594
2012-02-23,Block_B_Valley,Clay Loam,29.1,160.6,77.1,12416
2012-02-25,Block_C_Hill,Laterite,31.2,178.5,82.8,11640
2012-02-26,Block_C_Hill,Laterite,29.5,199.1,77.8,12582
2012-02-28,Block_D_River,Alluvial,30.4,147.0,79.1,12603
2012-02-29,Block_B_Valley,Clay Loam,27.5,204.0,74.2,12437
2012-03-01,Block_B_Valley,Clay Loam,30.8,206.5,77.5,10310
2012-03-02,Block_A_North,Sandy Loam,32.2,227.7,79.6,11959
2012-03-04,Block_A_North,Sandy Loam,29.2,179.1,74.9,13057
2012-03-06,Block_D_River,Alluvial,31.2,208.2,82.6,10858
2012-03-07,Block_B_Valley,Clay Loam,30.1,203.8,80.1,11228
2012-03-08,Block_D_River,Alluvial,31.1,197.0,76.8,10185
2012-03-09,Block_B_Valley,Clay Loam,32.0,179.2,75.3,10421
2012-03-10,Block_D_River,Alluvial,28.1,196.2,83.0,12321
2012-03-11,Block_D_River,Alluvial,31.5,192.5,77.4,11181
2012-03-13,Block_B_Valley,Clay Loam,27.2,215.8,79.5,13626
2012-03-14,Block_B_Valley,Clay Loam,29.8,188.6,74.6,12052
2012-03-16,Block_A_North,Sandy Loam,30.9,199.8,81.3,12264
2012-03-17,Block_C_Hill,Laterite,27.8,229.7,75.5,11739
2012-03-18,Block_B_Valley,Clay Loam,26.6,227.3,81.9,12930
2012-03-20,Block_B_Valley,Clay Loam,29.5,234.3,77.5,12025
2012-03-22,Block_D_River,Alluvial,27.3,233.4,81.4,12238
2012-03-23,Block_C_Hill,Laterite,29.4,199.9,76.4,12290
2012-03-24,Block_D_River,Alluvial,30.6,235.8,78.1,10676
2012-03-25,Block_C_Hill,Laterite,27.9,205.4,82.4,12789
2012-03-27,Block_B_Valley,Clay Loam,30.9,199.2,83.6,11566
2012-03-28,Block_B_Valley,Clay Loam,31.7,214.9,77.9,10791
2012-03-30,Block_D_River,Alluvial,29.8,223.1,75.4,10921
2012-03-31,Block_C_Hill,Laterite,32.2,199.8,81.2,10242
2012-04-02,Block_C_Hill,Laterite,27.8,204.2,72.0,12459
2012-04-03,Block_C_Hill,Laterite,29.9,194.9,77.3,11647
2012-04-04,Block_C_Hill,Laterite,28.6,210.1,75.6,12485
2012-04-06,Block_A_North,Sandy Loam,30.5,221.4,84.9,11246
2012-04-08,Block_A_North,Sandy Loam,28.3,193.8,83.3,13548
2012-04-09,Block_C_Hill,Laterite,26.3,203.3,85.3,13874
2012-04-11,Block_D_River,Alluvial,31.7,164.7,81.1,11379
2012-04-13,Block_B_Valley,Clay Loam,30.2,189.8,72.9,11467
2012-04-15,Block_D_River,Alluvial,31.1,176.4,79.2,12072
2012-04-17,Block_B_Valley,Clay Loam,29.8,159.6,89.5,11321
2012-04-19,Block_B_Valley,Clay Loam,29.1,195.9,79.1,10771
2012-04-21,Block_A_North,Sandy Loam,27.7,206.5,75.8,13435
2012-04-22,Block_D_River,Alluvial,26.8,193.4,83.2,13786
2012-04-23,Block_D_River,Alluvial,29.2,174.7,80.8,12898
2012-04-25,Block_A_North,Sandy Loam,33.0,193.0,80.3,10358
2012-04-27,Block_C_Hill,Laterite,30.1,204.3,80.8,11643
2012-04-28,Block_C_Hill,Laterite,30.5,228.2,81.7,11716
2012-04-30,Block_B_Valley,Clay Loam,30.6,211.4,78.7,11865
2012-05-01,Block_A_North,Sandy Loam,27.7,181.3,74.0,13503
2012-05-02,Block_D_River,Alluvial,29.6,162.1,81.6,12245
2012-05-04,Block_A_North,Sandy Loam,29.7,139.5,72.5,13528
2012-05-06,Block_C_Hill,Laterite,24.5,141.1,81.6,15090
2012-05-07,Block_C_Hill,Laterite,29.4,151.2,82.7,12252
2012-05-09,Block_C_Hill,Laterite,30.5,154.1,77.5,12479
2012-05-11,Block_D_River,Alluvial,26.9,161.1,66.9,13819
2012-05-12,Block_D_River,Alluvial,28.6,153.6,74.6,13295
2012-05-14,Block_B_Valley,Clay Loam,27.7,185.0,76.7,11716
2012-05-16,Block_C_Hill,Laterite,28.4,154.1,79.0,12997
2012-05-17,Block_D_River,Alluvial,26.9,165.4,69.5,13809
2012-05-18,Block_C_Hill,Laterite,27.1,167.8,81.0,12954
2012-05-19,Block_D_River,Alluvial,28.6,163.1,78.8,11690
2012-05-21,Block_B_Valley,Clay Loam,26.1,157.8,83.4,13915
2012-05-23,Block_A_North,Sandy Loam,28.4,162.7,73.2,13971
2012-05-24,Block_C_Hill,Laterite,26.8,147.1,71.3,13937
2012-05-26,Block_C_Hill,Laterite,26.4,152.7,68.9,14001
2012-05-28,Block_A_North,Sandy Loam,29.0,138.1,66.0,13646
2012-05-29,Block_C_Hill,Laterite,28.0,177.7,74.1,13929
2012-05-31,Block_A_North,Sandy Loam,28.3,150.2,70.8,14992
2012-06-01,Block_C_Hill,Laterite,24.5,114.9,70.9,15131
2012-06-03,Block_C_Hill,Laterite,25.3,138.2,76.4,13840
2012-06-04,Block_D_River,Alluvial,27.1,115.3,73.7,13958
2012-06-05,Block_C_Hill,Laterite,24.9,104.5,68.8,15754
2012-06-06,Block_D_River,Alluvial,26.0,153.4,56.1,13685
2012-06-07,Block_D_River,Alluvial,24.3,103.3,75.2,15149
2012-06-09,Block_A_North,Sandy Loam,27.7,113.7,65.6,14056
2012-06-11,Block_C_Hill,Laterite,25.0,142.5,71.7,16110
2012-06-12,Block_A_North,Sandy Loam,24.5,146.3,64.9,14796
2012-06-14,Block_C_Hill,Laterite,25.3,107.2,72.2,15238
2012-06-16,Block_D_River,Alluvial,25.2,143.9,75.7,14586
2012-06-17,Block_B_Valley,Clay Loam,23.2,95.1,63.2,13828
2012-06-19,Block_A_North,Sandy Loam,22.2,141.5,68.9,14645
2012-06-21,Block_D_River,Alluvial,25.1,131.9,72.4,15203
2012-06-22,Block_A_North,Sandy Loam,23.6,129.6,70.0,15433
2012-06-24,Block_B_Valley,Clay Loam,27.4,120.5,66.9,14088
2012-06-25,Block_B_Valley,Clay Loam,24.9,132.4,66.9,13142
2012-06-27,Block_C_Hill,Laterite,25.6,118.9,77.9,14853
2012-06-29,Block_D_River,Alluvial,26.3,149.0,73.7,13584
2012-07-01,Block_D_River,Alluvial,24.8,67.4,57.7,13790
2012-07-03,Block_B_Valley,Clay Loam,22.1,68.0,66.6,13303
2012-07-04,Block_B_Valley,Clay Loam,22.3,57.4,61.0,13310
2012-07-06,Block_C_Hill,Laterite,24.6,53.5,65.8,14700
2012-07-08,Block_A_North,Sandy Loam,23.4,45.5,81.0,14410
2012-07-09,Block_D_River,Alluvial,23.7,93.7,63.9,13799
2012-07-11,Block_C_Hill,Laterite,21.8,90.2,72.6,14147
2012-07-13,Block_C_Hill,Laterite,21.5,75.5,69.8,13666
2012-07-14,Block_B_Valley,Clay Loam,23.3,60.1,68.3,14236
2012-07-16,Block_C_Hill,Laterite,23.2,54.3,63.6,13675
2012-07-17,Block_D_River,Alluvial,24.0,66.1,68.2,14007
2012-07-18,Block_B_Valley,Clay Loam,22.9,81.1,62.1,12751
2012-07-20,Block_A_North,Sandy Loam,23.3,126.8,56.5,14915
2012-07-21,Block_B_Valley,Clay Loam,22.7,49.2,60.4,13331
2012-07-22,Block_C_Hill,Laterite,21.4,72.2,70.3,13239
2012-07-24,Block_B_Valley,Clay Loam,22.9,69.7,58.9,13853
2012-07-25,Block_A_North,Sandy Loam,21.2,72.4,69.3,13387
2012-07-27,Block_D_River,Alluvial,21.0,78.6,68.5,12223
2012-07-28,Block_B_Valley,Clay Loam,23.2,69.3,64.3,13197
2012-07-30,Block_C_Hill,Laterite,21.5,86.1,68.0,13251
2012-08-01,Block_D_River,Alluvial,23.9,81.3,57.7,14503
2012-08-02,Block_C_Hill,Laterite,20.0,45.6,59.1,12617
2012-08-03,Block_C_Hill,Laterite,20.5,39.9,61.8,12236
2012-08-05,Block_A_North,Sandy Loam,21.1,16.3,72.4,13924
2012-08-07,Block_D_River,Alluvial,22.8,61.8,51.3,13438
2012-08-08,Block_C_Hill,Laterite,22.5,82.5,71.7,13800
2012-08-10,Block_D_River,Alluvial,19.9,61.7,65.9,11976
2012-08-12,Block_C_Hill,Laterite,18.9,15.2,65.6,10921
2012-08-13,Block_B_Valley,Clay Loam,19.3,28.6,59.4,10915
2012-08-15,Block_D_River,Alluvial,22.3,66.9,75.9,14054
2012-08-16,Block_D_River,Alluvial,19.2,29.2,62.9,11923
2012-08-17,Block_A_North,Sandy Loam,19.1,24.2,61.1,12481
2012-08-19,Block_A_North,Sandy Loam,19.8,67.1,65.2,13525
2012-08-21,Block_B_Valley,Clay Loam,23.4,60.3,60.1,12495
2012-08-23,Block_C_Hill,Laterite,21.1,63.1,65.1,14080
2012-08-24,Block_C_Hill,Laterite,21.7,18.9,70.0,13317
2012-08-26,Block_A_North,Sandy Loam,19.1,40.7,61.9,12142
2012-08-28,Block_C_Hill,Laterite,21.1,77.8,61.1,13006
2012-08-29,Block_D_River,Alluvial,19.6,48.5,61.2,12092
2012-08-30,Block_A_North,Sandy Loam,18.6,17.7,49.2,12302
2012-09-01,Block_D_River,Alluvial,20.3,35.8,51.8,12066
2012-09-03,Block_A_North,Sandy Loam,20.2,29.1,63.6,12560
2012-09-05,Block_A_North,Sandy Loam,17.5,57.0,63.9,11867
2012-09-06,Block_C_Hill,Laterite,19.9,89.3,58.0,13894
2012-09-07,Block_A_North,Sandy Loam,17.9,61.6,65.7,12621
2012-09-08,Block_C_Hill,Laterite,19.6,39.2,56.7,12265
2012-09-10,Block_D_River,Alluvial,19.9,33.8,55.8,11619
2012-09-12,Block_D_River,Alluvial,17.6,34.4,61.1,11157
2012-09-13,Block_B_Valley,Clay Loam,21.7,98.8,61.2,13274
2012-09-14,Block_D_River,Alluvial,19.8,44.7,60.0,11457
2012-09-15,Block_C_Hill,Laterite,18.4,29.6,63.1,12136
2012-09-17,Block_D_River,Alluvial,20.9,14.8,59.7,12028
2012-09-18,Block_B_Valley,Clay Loam,22.4,35.9,54.9,13160
2012-09-20,Block_D_River,Alluvial,18.9,33.3,69.1,11538
2012-09-22,Block_D_River,Alluvial,18.6,92.8,59.5,12740
2012-09-24,Block_C_Hill,Laterite,21.0,39.4,61.8,13870
